"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Effects of Transcutaneous Electrical Nerve Stimulation on Insomnia: An EEG-Based Brain Functional Network Analysis","Y. Lou; Z. Shan; Y. Zhang; P. Zhang; Z. Qian","Key Laboratory of Multimodal Brain-Computer Precision Drive, Ministry of Industry and Information Technology, Key Laboratory of Digital Medical Equipment and Technology of Jiangsu Province, Department of Biomedical Engineering, College of Automation Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China; Key Laboratory of Multimodal Brain-Computer Precision Drive, Ministry of Industry and Information Technology, Key Laboratory of Digital Medical Equipment and Technology of Jiangsu Province, Department of Biomedical Engineering, College of Automation Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China; Key Laboratory of Multimodal Brain-Computer Precision Drive, Ministry of Industry and Information Technology, Key Laboratory of Digital Medical Equipment and Technology of Jiangsu Province, Department of Biomedical Engineering, College of Automation Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China; Key Laboratory of Multimodal Brain-Computer Precision Drive, Ministry of Industry and Information Technology, Key Laboratory of Digital Medical Equipment and Technology of Jiangsu Province, Department of Biomedical Engineering, College of Automation Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China; Key Laboratory of Multimodal Brain-Computer Precision Drive, Ministry of Industry and Information Technology, Key Laboratory of Digital Medical Equipment and Technology of Jiangsu Province, Department of Biomedical Engineering, College of Automation Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China",IEEE Signal Processing Letters,"17 Nov 2025","2025","32","","4304","4308","Sleep disorders have become a pressing global health concern, necessitating the development of effective and non-pharmacological neuromodulation strategies. In this work, a brain functional network-based sleep modulation framework is proposed using transcutaneous electrical nerve stimulation (TENS) applied to the greater occipital nerve. The stimulation protocol employs a spindle-like waveform pattern composed of superimposed sinusoidal signals to enhance low-frequency brain rhythms associated with sleep regulation. To evaluate TENS effects on insomnia, electroencephalography (EEG) data were collected from thirty participants under sham and stimulation conditions in a controlled experimental study. Results reveal that TENS significantly increases phase-locking value (PLV) in the delta and theta bands. Furthermore, graph-theoretical analysis shows marked enhancements in brain network topology under stimulation. Correlation analyses indicate that improvements in network metrics, particularly in the delta band, are associated with better subjective sleep quality (PSQI scores). The most significant changes are observed in frontal and occipital regions, indicating improved long-range communication and integrative processing ability. The results demonstrate that TENS modulates functional connectivity and enhances sleep quality, offering a promising non-pharmacological intervention for insomnia.","1558-2361","","10.1109/LSP.2025.3630086","National Natural Science Foundation of China(grant numbers:82151311); National Major Scientific Instruments and Equipment Development Project through the National Natural Science Foundation of China(grant numbers:81827803,81727804); Postgraduate Research & Practice Innovation Program of Jiangsu Province(grant numbers:KYCX25_0573); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11230628","Electroencephalography (EEG);transcutaneous electrical nerve stimulation (TENS);insomnia;brain functional networks","Sleep;Electroencephalography;Synchronization;Protocols;Electrodes;Measurement;Indexes;Symmetric matrices;Organizations;Neuromodulation","","1","","30","IEEE","6 Nov 2025","2025","","IEEE","IEEE Journals"
"Detection of Bruxism Using Inverse Discrete Wavelet Transformed Reconstructed Band Limited EEG Signals by Group Wise Feature Ranking","A. Anam Shahjamal Khan; S. A. Fattah; M. Quamruzzaman; M. Saquib","Department of Electrical and Electronic Engineering, Chittagong University of Engineering and Technology, Chattogram, Bangladesh; Department of Electrical and Electronic Engineering, Bangladesh University of Engineering and Technology, Dhaka, Bangladesh; Department of Electrical and Electronic Engineering, Chittagong University of Engineering and Technology, Chattogram, Bangladesh; Department of Electrical Engineering, The University of Texas at Dallas, Richardson, TX, USA",IEEE Access,"27 Jun 2024","2024","12","","88086","88110","Bruxism is a sleep disorder which is manifested by unintentional grinding and clenching of teeth during sleep. An automated sleep bruxism recognition system using single channel EEG data is proposed in this paper which is based on Inverse Discrete Wavelet Transformed Reconstructed Band Limited (IDWT-RBL) signals. These band limited EEG signals are used for extracting various features. Instead of using handcrafted features, feature reduction is done by ranking using statistical test scoring combined with classifier testing. This technique finds optimal features, reduces model complexity, lowers computational burden and increases model interpretability. Abundant features from time, frequency and statistical domains are used primarily so that no significant feature is ignored. Choosing a good subset of features from a larger set is a challenge for data with low sample size. To meet this challenge, a Group wise Feature Ranking (GFR) technique is introduced to reduce feature dimension. After statistical ranking and group wise averaging the scores, most significant groups of features are chosen. The proposed scheme is validated on a publicly available dataset. This process is examined for both unlabeled and labeled sleep stage. For segments with unlabeled sleep stage, cubic Support Vector Machine (SVM) performed best for F3C3 channel using 6 features with an accuracy of 97.83%. For segments with labeled sleep stage, F3C3 and REM sleep stage using 10 features performed best with 98.39% accuracy. The accuracy of proposed method is superior to most recent bruxism detection techniques. Finally, the GFR technique is applied to detect sleep disordered breathing (SDB). The outstanding performance to detect SDB clearly demonstrates the versatility of the proposed GFR technique to solve binary classification problem using EEG signals. Moreover, the introduced GFR technique enhances confidence and pellucidity of the system as it is more explainable.","2169-3536","","10.1109/ACCESS.2024.3409441","Information and Communication Technology (ICT) Division, Government of the People’s Republic of Bangladesh(grant numbers:86 (fiscal year 2020-21),61 (fiscal year 2021-22)); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10547248","Bruxism;classification;EEG signal;sleep stage;feature ranking;feature optimization","Sleep;Electroencephalography;Feature extraction;High frequency;Electromyography;Electrocardiography;Cutoff frequency","","","","45","CCBY","4 Jun 2024","2024","","IEEE","IEEE Journals"
"Automatic A-Phase Detection of Cyclic Alternating Patterns in Sleep Using Dynamic Temporal Information","S. Hartmann; M. Baumert","School of Electrical and Electronic Engineering, The University of Adelaide, Adelaide, SA, Australia; School of Electrical and Electronic Engineering, The University of Adelaide, Adelaide, SA, Australia",IEEE Transactions on Neural Systems and Rehabilitation Engineering,"6 Sep 2019","2019","27","9","1695","1703","The identification of recurrent, transient perturbations in brain activity during sleep, so called cyclic alternating patterns (CAP), is of significant interest as they have been linked to neurological pathologies. CAP sequences comprise multiple, consecutive cycles of phasic activation (A-phases). Here, we propose a novel, automated system exploiting the dynamical, temporal information in electroencephalography (EEG) recordings for the classification of A-phases and their subtypes. Using recurrent neural networks (RNN), crucial information in the temporal behavior of the EEG is extracted. The automatic classification system is equipped to deal with the biasing issue of imbalanced data sets and uses state-of-the-art signal processing methods to reduce inter-subject variation. To evaluate our system, we applied recordings from the publicly available CAP Sleep Database on Physionet. Our results show that the RNN improved the detection accuracy by 3-5% and the F1-score by approximately 7% on two data sets compared to a normal feed-forward neural network. Our system achieves a sensitivity of approximately 76-78% and F1-score between 63-68%, significantly outperforming existing technologies. Moreover, its sensitivity for subtype classification of 60-63% (A1), 42-45% (A2), and 71-74% (A3) indicates superior multi-class classification performance for CAP detection. In conclusion, we have developed a fully automated high performance CAP scoring system that includes A-phase subtype classification. RNN classifiers yield a significant improvement in accuracy and sensitivity compared to previously proposed systems.","1558-0210","","10.1109/TNSRE.2019.2934828","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8794840","Cyclic alternating pattern (CAP);deep learning;electroencephalography (EEG);long short-term memory network (LSTM);sleep","Electroencephalography;Sleep;Feature extraction;Electrocardiography;Recurrent neural networks;Databases;Sensitivity","Adult;Algorithms;Artifacts;Automation;Databases, Factual;Deep Learning;Electroencephalography;Female;Humans;Male;Neural Networks, Computer;Reproducibility of Results;Sensitivity and Specificity;Sleep;Sleep Stages","61","","33","IEEE","12 Aug 2019","Sept. 2019","","IEEE","IEEE Journals"
"Modeling the Impact of Inter-Rater Disagreement on Sleep Statistics Using Deep Generative Learning","H. van Gorp; M. M. van Gilst; P. Fonseca; S. Overeem; R. J. G. van Sloun","Department of Electrical Engineering, Eindhoven University of Technology, Eindhoven, The Netherlands; Department of Electrical Engineering, Eindhoven University of Technology, Eindhoven, The Netherlands; Department of Electrical Engineering, Eindhoven University of Technology, Eindhoven, The Netherlands; Department of Electrical Engineering, Eindhoven University of Technology, Eindhoven, The Netherlands; Department of Electrical Engineering, Eindhoven University of Technology, Eindhoven, The Netherlands",IEEE Journal of Biomedical and Health Informatics,"7 Nov 2023","2023","27","11","5599","5609","Sleep staging is the process by which an overnight polysomnographic measurement is segmented into epochs of 30 seconds, each of which is annotated as belonging to one of five discrete sleep stages. The resulting scoring is graphically depicted as a hypnogram, and several overnight sleep statistics are derived, such as total sleep time and sleep onset latency. Gold standard sleep staging as performed by human technicians is time-consuming, costly, and comes with imperfect inter-scorer agreement, which also results in inter-scorer disagreement about the overnight statistics. Deep learning algorithms have shown promise in automating sleep scoring, but struggle to model inter-scorer disagreement in sleep statistics. To that end, we introduce a novel technique using conditional generative models based on Normalizing Flows that permits the modeling of the inter-rater disagreement of overnight sleep statistics, termed U-Flow. We compare U-Flow to other automatic scoring methods on a hold-out test set of 70 subjects, each scored by six independent scorers. The proposed method achieves similar sleep staging performance in terms of accuracy and Cohen's kappa on the majority-voted hypnograms. At the same time, U-Flow outperforms the other methods in terms of modeling the inter-rater disagreement of overnight sleep statistics. The consequences of inter-rater disagreement about overnight sleep statistics may be great, and the disagreement potentially carries diagnostic and scientifically relevant information about sleep structure. U-Flow is able to model this disagreement efficiently and can support further investigations into the impact inter-rater disagreement has on sleep medicine and basic sleep research.","2168-2208","","10.1109/JBHI.2023.3304010","Eindhoven MedTech Innovation Center; e/MTIC; Technische Universiteit Eindhoven; Philips Research, and Sleep Medicine Center; Kempenhaeghe Foundation; Ministerie van Economische Zaken en Klimaat; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10214268","Automatic sleep staging;deep learning;generative ai;inter-rater disagreement;uncertainty","Sleep;Recording;Uncertainty;Training;Bioinformatics;Neural networks;Brain modeling","Humans;Polysomnography;Observer Variation;Reproducibility of Results;Sleep;Sleep Stages;Electroencephalography","8","","55","IEEE","10 Aug 2023","Nov. 2023","","IEEE","IEEE Journals"
"Denoising Nonlinear Time Series by Adaptive Filtering and Wavelet Shrinkage: A Comparison","J. Gao; H. Sultan; J. Hu; W. -W. Tung","PMB Intelligence Limited Liability Company, West Lafayette, IN, USA; Department of Electrical and Computer Engineering, University of Florida, Gainesville, FL, USA; Affymetrix, Inc., Santa Clara, CA, USA; Department of Earth and Atmospheric Sciences, Purdue University, West Lafayette, IN, USA",IEEE Signal Processing Letters,"22 Dec 2009","2010","17","3","237","240"," Time series measured in real world is often nonlinear, even chaotic. To effectively extract desired information from measured time series, it is important to preprocess data to reduce noise. In this Letter, we propose an adaptive denoising algorithm. Using chaotic Lorenz data and calculating root-mean-square-error, Lyapunov exponent, and correlation dimension, we show that our adaptive algorithm more effectively reduces noise in the chaotic Lorenz system than wavelet denoising with three different thresholding choices. We further analyze an electroencephalogram (EEG) signal in sleep apnea and show that the adaptive algorithm again more effectively reduces the Electrocardiogram (ECG) and other types of noise contaminated in EEG than wavelet approaches. ","1558-2361","","10.1109/LSP.2009.2037773","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5345722","Adaptive denoising algorithm;EEG signal;Lorenz;wavelet","Noise reduction;Adaptive filters;Chaos;Pollution measurement;Adaptive algorithm;Electroencephalography;Data mining;Noise measurement;Time measurement;Root mean square","","189","","21","IEEE","4 Dec 2009","March 2010","","IEEE","IEEE Journals"
"EEG Information Transfer Changes in Different Daily Fatigue Levels During Drowsy Driving","K. -C. Huang; C. -Y. Tseng; C. -T. Lin","Brain Science and Technology Center, Department of Electrical and Computer Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan; Brain Science and Technology Center, National Yang Ming Chiao Tung University, Hsinchu, Taiwan; Australian Artificial Intelligence Institute, Faculty of Engineering and IT, University of Technology Sydney, Sydney, NSW, Australia",IEEE Open Journal of Engineering in Medicine and Biology,"8 Mar 2024","2024","5","","180","190","A significant issue for traffic safety has been drowsy driving for decades. A number of studies have investigated the effects of acute fatigue on spectral power; and recent research has revealed that drowsy driving is associated with a variety of brain connections in a specific cortico-cortical pathway. In spite of this, it is still unclear how different brain regions are connected in drowsy driving at different levels of daily fatigue. This study identified the brain connectivity-behavior relationship among three different daily fatigue levels (low-, median- and high-fatigue) with the EEG data transfer entropy. According to the results, only low- and medium-fatigue groups demonstrated an inverted U-shaped change in connectivity from high performance to poor behavioral performance. In addition, from low- to high-fatigue groups, connectivity magnitude decreased in the frontal region and increased in the occipital region. These study results suggest that brain connectivity and driving behavior would be affected by different levels of daily fatigue.","2644-1276","","10.1109/OJEMB.2024.3367496","National Science and Technology Council; Republic of China, Taiwan(grant numbers:NSTC 109-2221-E-009-050-MY2,110-2221-E-A49-130-MY2,112-2321-B-A49-012,112-2221-E-A49-085); Australian Research Council(grant numbers:DP210101093,DP220100803); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10440464","Fatigue;brain connectivity;transfer entropy;electroencephalography (EEG)","Fatigue;Electroencephalography;Sleep;Task analysis;Entropy;Brain modeling;Driver behavior","","1","","53","CCBYNCND","20 Feb 2024","2024","","IEEE","IEEE Journals"
"Connectivity Analysis of Hypsarrhythmia-EEG for Infants With West Syndrome","D. Lian; Q. Guo; Z. Zhao; W. He; Y. Yan; R. Hou; X. Wang; Y. Li; W. Bao; D. He; L. Xu","Department of Pediatric Neurology, Xinhua Hospital Affiliated to Shanghai Jiao Tong University School of Medicine, Shanghai, China; School of Information Science and Technology, ShanghaiTech University, Shanghai, China; School of Information Science and Technology, ShanghaiTech University, Shanghai, China; School of Biomedical Sciences, The University of Melbourne, Melbourne, VIC, Australia; Department of Pediatric Neurology, Xinhua Hospital Affiliated to Shanghai Jiao Tong University School of Medicine, Shanghai, China; Department of Pediatric Neurology, Xinhua Hospital Affiliated to Shanghai Jiao Tong University School of Medicine, Shanghai, China; Department of Pediatric Neurology, Xinhua Hospital Affiliated to Shanghai Jiao Tong University School of Medicine, Shanghai, China; School of Biomedical Engineering, ShanghaiTech University, Shanghai, China; Department of Pediatric Neurology, Xinhua Hospital Affiliated to Shanghai Jiao Tong University School of Medicine, Shanghai, China; Department of Pediatric Neurology, Xinhua Hospital Affiliated to Shanghai Jiao Tong University School of Medicine, Shanghai, China; School of Information Science and Technology, ShanghaiTech University, Shanghai, China",IEEE Transactions on Neural Systems and Rehabilitation Engineering,"16 May 2025","2025","33","","1896","1904","Detection of hypsarrhythmia electroencephalography (EEG) in infants with West syndrome (WS) is currently performed by manual inspection of long-term video/EEG recording, producing low inter-rater reliability. Existing studies aiming at exploring digital biomarkers for hypsarrhythmia EEG focus mainly on the temporal and spectral features. The aim of the present study is to explore the spatial distribution and connection of hypsarrhythmia EEG by analysing the brain functional connectivity (BFC) of WS patients and thus to identify possible biomarkers for hypsarrhythmia EEG. To this end, hypsarrhythmia and non-hypsarrhythmia EEG segments were extracted from 107 WS patients, and normal EEG segments were extracted from 155 healthy controls (HCs). Five connectivity metrics, including Pearson correlation coefficient, phase locking value, phase lag index, magnitude-squared coherence (MSC), and time-frequency cross mutual information (TFCMI), were utilized to build the BFC in different EEG sub-bands. Besides, graph theory was employed to estimate the topological parameters of each network, including clustering coefficient, characteristic path length, global efficiency, and local efficiency. Our results show enhanced brain connectivity in WS patients during hypsarrhythmia periods as compared with non-hypsarrhythmia and HCs. The statistical analysis determines significant difference ( ${p}\lt {0}.{05}$ ) in a number of network topological parameters, particularly derived from MSC- and TFCMI-based networks, between hypsarrhythmia EEG and non-hypsarrhythmia EEG or HCs. These findings suggest the BFC topology parameters to be promising biomarkers for hypsarrhythmia detection, possibly leading to the development of automatic tools for efficient and reliable WS diagnosis.","1558-0210","","10.1109/TNSRE.2025.3569226","National Natural Science Foundation of China(grant numbers:62171284,32371154); Shanghai Rising-Star Program(grant numbers:24QA2705500); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11002553","West syndrome;electroencephalography;hypsarrhythmia;brain functional connectivity;network topology","Electroencephalography;Medical diagnostic imaging;Hospitals;Biomarkers;Reliability;Recording;Indexes;IIR filters;Graph theory;Ethics","Humans;Electroencephalography;Spasms, Infantile;Male;Female;Infant;Reproducibility of Results;Algorithms;Brain;Nerve Net","1","","41","CCBY","12 May 2025","2025","","IEEE","IEEE Journals"
"LGSleepNet: An Automatic Sleep Staging Model Based on Local and Global Representation Learning","Q. Shen; J. Xin; X. Liu; Z. Wang; C. Li; Z. Huang; Z. Wang","College of Medicine and Biological Information Engineering, Northeastern University, Shenyang, China; College of Computer Science and Engineering, Northeastern University, Shenyang, China; College of Medicine and Biological Information Engineering, Northeastern University, Shenyang, China; School of Computer Science and Engineering, Shenyang Jianzhu University, Shenyang, China; College of Medicine and Biological Information Engineering, Northeastern University, Shenyang, China; School of Science and Engineering, University of Dundee, DD1 4HN Dundee, U.K; College of Medicine and Biological Information Engineering, Northeastern University, Shenyang, China",IEEE Transactions on Instrumentation and Measurement,"4 Aug 2023","2023","72","","1","14","Sleep staging is an indispensable indicator for measuring sleep quality and evaluating sleep disorders. Deep learning methods have been successfully applied to automatic sleep staging (ASS) based on electroencephalogram (EEG) signals, achieving significant progress. Previous studies have, however, been limited to extracting local features of EEG signals while neglecting the importance of global features. To solve this problem, we propose a novel ASS model named LGSleepNet, which consists of an asymmetric Siamese neural network (ASNN), deep adaptive orthogonal fusion (DAOF) block, and weighted polynomial cross entropy (WPCE) loss function. Specifically, the ASNN is capable of simultaneously extracting local and global features from EEG signals, which provides diverse semantic representations for sleep staging; moreover, a DAOF block is proposed to eliminate the information redundancy and semantic deviation among heterogeneous features by orthogonalization and adaptive fusion, which strengthens the correlation representation between local and global features. Ultimately, a WPCE loss function is designed to improve the decision-making ability of the classification head and alleviate the problem of sample imbalance. We evaluate the LGSleepNet on three publicly available datasets, namely Sleep-EDF-20, Sleep-EDF-78, and SVUH-UCD, which achieves macro F1-scores of 80.7%, 76.0%, and 75.1% and overall accuracy of 86.0%, 82.3%, and 76.3%, respectively. The experimental results indicate that the LGSleepNet performs at an advanced level compared to other state-of-the-art methods.","1557-9662","","10.1109/TIM.2023.3298639","National Natural Science Foundation of China(grant numbers:62072089); Fundamental Research Funds for the Central Universities of China(grant numbers:N2116016,N2104001,N2019007,N2224001-10); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10195897","Asymmetric Siamese neural network (ASNN);deep adaptive orthogonal fusion (DAOF);electroencephalogram (EEG);sleep staging;weighted polynomial cross entropy (WPCE)","Feature extraction;Sleep;Brain modeling;Electroencephalography;Context modeling;Transformers;Hidden Markov models","","32","","63","IEEE","26 Jul 2023","2023","","IEEE","IEEE Journals"
"EEG-Based Emotion Recognition Using Spatial-Temporal Connectivity","W. Chu; B. Fu; Y. Xia; Y. Liu","School of Automation, Qingdao University, Qingdao, China; School of Automation, Qingdao University, Qingdao, China; School of Automation, Qingdao University, Qingdao, China; School of Automation, Qingdao University, Qingdao, China",IEEE Access,"1 Sep 2023","2023","11","","92496","92504","The connectivity properties between EEG signaling channels were found to play an important role in emotion recognition. During the generation and change of emotions, the connectivity between EEG signal channels is not only manifested in the spatial domain at a specific time, but also interconnected between different time intervals, which is often overlooked. A novel approach is proposed to exploit the shapes of spatial-temporal connectivity for EEG-based emotion recognition. By quantifying the connectivity strength of EEG signal channels within and across time intervals, spatial-temporal connectivity features are extracted, and these features can be represented by shapes in the three-dimensional space of EEG signals. Through these shapes, a mapping of different emotional states and brain activity is constructed. Subsequently, a parallel multi-scale convolutional neural network is employed to extract discriminative features from these connectivity shapes, facilitating the classification and identification of emotional states. Experimental results on the DEAP dataset show that our method achieves excellent performance, with an average classification accuracy of 93.25% and 93.16% for the two emotion dimensions of valence and arousal, respectively.","2169-3536","","10.1109/ACCESS.2023.3308811","National Key Research and Development Program of China(grant numbers:2020YFB1313604); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10230250","Emotion recognition;electroencephalogram;spatial-temporal connectivity","Electroencephalography;Emotion recognition;Feature extraction;Convolutional neural networks;Spatial temporal resolution","","10","","36","CCBYNCND","25 Aug 2023","2023","","IEEE","IEEE Journals"
"Multi-View Spatial-Temporal Graph Convolutional Networks With Domain Generalization for Sleep Stage Classification","Z. Jia; Y. Lin; J. Wang; X. Ning; Y. He; R. Zhou; Y. Zhou; L. -w. H. Lehman","School of Computer and Information Technology, Beijing Jiaotong University, Beijing, China; School of Computer and Information Technology, Beijing Jiaotong University, Beijing, China; School of Computer and Information Technology, Beijing Jiaotong University, Beijing, China; School of Computer and Information Technology, Beijing Jiaotong University, Beijing, China; School of Computer and Information Technology, Beijing Jiaotong University, Beijing, China; School of Computer and Information Technology, Beijing Jiaotong University, Beijing, China; School of Computer and Information Technology, Beijing Jiaotong University, Beijing, China; Institute for Medical Engineering and Science, Massachusetts Institute of Technology, Cambridge, MA, USA",IEEE Transactions on Neural Systems and Rehabilitation Engineering,"30 Sep 2021","2021","29","","1977","1986","Sleep stage classification is essential for sleep assessment and disease diagnosis. Although previous attempts to classify sleep stages have achieved high classification performance, several challenges remain open: 1) How to effectively utilize time-varying spatial and temporal features from multi-channel brain signals remains challenging. Prior works have not been able to fully utilize the spatial topological information among brain regions. 2) Due to the many differences found in individual biological signals, how to overcome the differences of subjects and improve the generalization of deep neural networks is important. 3) Most deep learning methods ignore the interpretability of the model to the brain. To address the above challenges, we propose a multi-view spatial-temporal graph convolutional networks (MSTGCN) with domain generalization for sleep stage classification. Specifically, we construct two brain view graphs for MSTGCN based on the functional connectivity and physical distance proximity of the brain regions. The MSTGCN consists of graph convolutions for extracting spatial features and temporal convolutions for capturing the transition rules among sleep stages. In addition, attention mechanism is employed for capturing the most relevant spatial-temporal information for sleep stage classification. Finally, domain generalization and MSTGCN are integrated into a unified framework to extract subject-invariant sleep features. Experiments on two public datasets demonstrate that the proposed model outperforms the state-of-the-art baselines.","1558-0210","","10.1109/TNSRE.2021.3110665","National Natural Science Foundation of China(grant numbers:61603029); Swarma-Kaifeng Workshop which is sponsored by Swarma Club and Kaifeng Foundation; NIH(grant numbers:R01EB030362); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9530406","Sleep stage classification;spatial-temporal graph convolution;transfer learning;domain generalization","Sleep;Brain modeling;Convolution;Feature extraction;Convolutional neural networks;Adaptation models;Transfer learning","Brain;Electroencephalography;Humans;Neural Networks, Computer;Sleep;Sleep Stages","236","","41","CCBY","6 Sep 2021","2021","","IEEE","IEEE Journals"
"CMS2-Net: Semi-Supervised Sleep Staging for Diverse Obstructive Sleep Apnea Severity","C. Zhang; W. Yu; Y. Li; H. Sun; Y. Zhang; M. De Vos","Chongqing Key Laboratory of Nonlinear Circuits and Intelligent Information Processing, College of Electronic and Information Engineering, Southwest University, Chongqing, China; Peking University Sixth Hospital, Peking University Institute of Mental Health, NHC Key Laboratory of Mental Health (Peking University), National Clinical Research Center for Mental Disorders (Peking University Sixth Hospital), Beijing, China; Chongqing Key Laboratory of Nonlinear Circuits and Intelligent Information Processing, College of Electronic and Information Engineering, Southwest University, Chongqing, China; Peking University Sixth Hospital, Peking University Institute of Mental Health, NHC Key Laboratory of Mental Health (Peking University), National Clinical Research Center for Mental Disorders (Peking University Sixth Hospital), Beijing, China; Chongqing Key Laboratory of Nonlinear Circuits and Intelligent Information Processing, College of Electronic and Information Engineering, Southwest University, Chongqing, China; Department of Engineering and with the Department of Development and Regeneration, KU Leuven, Leuven, Belgium",IEEE Journal of Biomedical and Health Informatics,"1 Jul 2022","2022","26","7","3447","3457","Although the development of computer-aided algorithms for sleep staging is integrated into automatic detection of sleep disorders, most supervised deep learning-based models might suffer from insufficient labeled data. While the adoption of semi-supervised learning (SSL) can mitigate the issue, the SSL models are still limited to the lack of discriminative feature extraction for diverse obstructive sleep apnea (OSA) severity. This model deterioration might be exacerbated during the domain adaptation. Such exploration on the alleviation of domain-shift of SSL model between different OSA conditions has attracted more and more attentions from the clinic. In this work, a co-attention meta sleep staging network (CMS2-net) is proposed to simultaneously deal with two issues: the inter-class disparity problem and the intra-class selection problem. Within CMS2-net, a co-attention module and a triple-classifier are designed to explicitly refine the coarse feature representations by identifying the class boundary inconsistency. Moreover, the mutual information with meta contrastive variance is introduced to supervise the gradient stream from a multi-scale view. The performance of the proposed framework is demonstrated on both public and local datasets. Furthermore, our approach achieves the state-of-the-art SSL results on both datasets.","2168-2208","","10.1109/JBHI.2022.3156585","National Natural Science Foundation of China(grant numbers:62172340); Natural Science Foundation of Chongqing(grant numbers:cstc2021jcyj-msxmX0041); Fundamental Research Funds for the Central Universities(grant numbers:SWU020008); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9729418","Sleep staging;obstructive sleep apnea;semi-supervised deep learning","Brain modeling;Sleep apnea;Training;Feature extraction;Electroencephalography;Deep learning;Data models","Algorithms;Humans;Sleep Apnea, Obstructive;Sleep Stages;Supervised Machine Learning","18","","43","IEEE","7 Mar 2022","July 2022","","IEEE","IEEE Journals"
